"inicio";"fin";"humidity (valentina 002)";"std";"min";"max";"temperature (valentina 002)";"std";"min";"max"
"2013-03-30 18:00:00";"2013-03-30 21:00:00";81.00556;2.78567;70.1;82.3;12.46111;1.45302;11.2;16.5
"2013-03-30 21:00:00";"2013-03-31 00:00:00";82.07222;0.04479;82;82.1;12.40833;0.25317;11.7;12.7
"2013-03-31 00:00:00";"2013-03-31 03:00:00";82.10571;0.03332;82.1;82.3;12.68286;0.10552;12.2;12.8
"2013-03-31 03:00:00";"2013-03-31 06:00:00";81.91429;0.07228;81.8;82.1;11.48;0.3694;10.9;12.4
"2013-03-31 06:00:00";"2013-03-31 09:00:00";69;11.03192;52.4;82.3;17.83333;4.12331;11.5;23.7
"2013-03-31 09:00:00";"2013-03-31 12:00:00";49.20556;7.54877;36.1;65.7;24.26389;2.43461;19.6;27.8
"2013-03-31 12:00:00";"2013-03-31 15:00:00";52.46389;7.32284;36.8;64;21.76111;2.11611;19.2;27.7
"2013-03-31 15:00:00";"2013-03-31 18:00:00";44.06944;12.00423;26.5;69.5;24.18333;4.0322;16.4;30.3
"2013-03-31 18:00:00";"2013-03-31 21:00:00";80.97222;2.74779;69;82.1;12.08611;1.34167;10.7;16
"2013-03-31 21:00:00";"2013-04-01 00:00:00";81.65278;0.05521;81.6;81.8;9.74444;0.48388;9.1;10.5
"2013-04-01 00:00:00";"2013-04-01 03:00:00";81.58333;0.05528;81.5;81.7;9.25278;0.46755;8.7;10.3
"2013-04-01 03:00:00";"2013-04-01 06:00:00";81.55556;0.06849;81.5;81.7;8.96389;0.40562;8.4;10
"2013-04-01 06:00:00";"2013-04-01 09:00:00";69.38889;10.07915;53.9;82.1;16.36667;4.32261;8.5;21.9
"2013-04-01 09:00:00";"2013-04-01 12:00:00";49.86111;11.80561;32.3;82.7;23.94722;2.10851;18.4;28.1
"2013-04-01 12:00:00";"2013-04-01 15:00:00";48.59643;6.82074;39.8;61.7;24.55;1.30671;22.3;27.1
"2013-04-01 15:00:00";"2013-04-01 18:00:00";;;;;;;;
"2013-04-01 18:00:00";"2013-04-01 21:00:00";86.1;1.17637;82;86.6;12.17308;1.08328;10.2;13.6
"2013-04-01 21:00:00";"2013-04-02 00:00:00";85.72051;1.1255;81.8;86.2;9.40513;0.73133;8.1;11.3
"2013-04-02 00:00:00";"2013-04-02 03:00:00";85.44;1.24836;81.7;86;8.2975;0.56413;7.5;9.8
"2013-04-02 03:00:00";"2013-04-02 06:00:00";85.6;1.10986;81.7;86;8.77179;0.78771;7.4;10.7
"2013-04-02 06:00:00";"2013-04-02 09:00:00";77.42162;9.32318;56.5;86.5;13.86757;3.37231;8.6;20.2
"2013-04-02 09:00:00";"2013-04-02 12:00:00";40.71463;6.99315;30;57.4;24.47561;2.72189;19.6;29
"2013-04-02 12:00:00";"2013-04-02 15:00:00";33.7975;6.52512;23.2;53.7;27.4975;2.74313;21.2;33.7
"2013-04-02 15:00:00";"2013-04-02 18:00:00";75.52683;10.33915;36.9;86.6;16.64146;2.63402;13.7;26.7
"2013-04-02 18:00:00";"2013-04-02 21:00:00";86.03158;1.17341;82;86.6;11.75;0.71516;10.6;13.3
"2013-04-02 21:00:00";"2013-04-03 00:00:00";85.80789;0.96283;81.7;86.4;9.22895;0.83127;8.2;11.6
"2013-04-03 00:00:00";"2013-04-03 03:00:00";85.61316;0.94707;81.6;85.9;8.17895;0.51153;7.5;9.8
"2013-04-03 03:00:00";"2013-04-03 06:00:00";85.3125;1.28845;81.4;85.8;7.14;0.69491;6.1;8.9
"2013-04-03 06:00:00";"2013-04-03 09:00:00";78.24706;11.41785;52.5;86.4;12.36765;4.44017;6.6;20.7
"2013-04-03 09:00:00";"2013-04-03 12:00:00";54.25;0.25;54;54.5;19.15;0.35;18.8;19.5
"2013-04-03 12:00:00";"2013-04-03 15:00:00";;;;;;;;
"2013-04-03 15:00:00";"2013-04-03 18:00:00";;;;;;;;
"2013-04-03 18:00:00";"2013-04-03 21:00:00";;;;;;;;
"2013-04-03 21:00:00";"2013-04-04 00:00:00";;;;;;;;
"2013-04-04 00:00:00";"2013-04-04 03:00:00";;;;;;;;
"2013-04-04 03:00:00";"2013-04-04 06:00:00";;;;;;;;
"2013-04-04 06:00:00";"2013-04-04 09:00:00";;;;;;;;
"2013-04-04 09:00:00";"2013-04-04 12:00:00";;;;;;;;
"2013-04-04 12:00:00";"2013-04-04 15:00:00";;;;;;;;
"2013-04-04 15:00:00";"2013-04-04 18:00:00";;;;;;;;
"2013-04-04 18:00:00";"2013-04-04 21:00:00";;;;;;;;
"2013-04-04 21:00:00";"2013-04-05 00:00:00";;;;;;;;
"2013-04-05 00:00:00";"2013-04-05 03:00:00";;;;;;;;
"2013-04-05 03:00:00";"2013-04-05 06:00:00";;;;;;;;
"2013-04-05 06:00:00";"2013-04-05 09:00:00";;;;;;;;
"2013-04-05 09:00:00";"2013-04-05 12:00:00";;;;;;;;
"2013-04-05 12:00:00";"2013-04-05 15:00:00";;;;;;;;
"2013-04-05 15:00:00";"2013-04-05 18:00:00";;;;;;;;
"2013-04-05 18:00:00";"2013-04-05 21:00:00";;;;;;;;
"2013-04-05 21:00:00";"2013-04-06 00:00:00";;;;;;;;
"2013-04-06 00:00:00";"2013-04-06 03:00:00";;;;;;;;
"2013-04-06 03:00:00";"2013-04-06 06:00:00";;;;;;;;
"2013-04-06 06:00:00";"2013-04-06 09:00:00";;;;;;;;
"2013-04-06 09:00:00";"2013-04-06 12:00:00";;;;;;;;
"2013-04-06 12:00:00";"2013-04-06 15:00:00";;;;;;;;
"2013-04-06 15:00:00";"2013-04-06 18:00:00";;;;;;;;
"2013-04-06 18:00:00";"2013-04-06 21:00:00";;;;;;;;
