"inicio";"fin";"humidity (sanpedro 004)";"std";"min";"max";"temp_dry (sanpedro 004)";"std";"min";"max";"temp_wet (sanpedro 004)";"std";"min";"max"
"2013-01-29 16:12:00";"2013-01-29 19:18:00";;;;;;;;;;;;
"2013-01-29 19:18:00";"2013-01-29 22:24:00";;;;;;;;;;;;
"2013-01-29 22:24:00";"2013-01-30 01:30:00";;;;;;;;;;;;
"2013-01-30 01:30:00";"2013-01-30 04:36:00";;;;;;;;;;;;
"2013-01-30 04:36:00";"2013-01-30 07:42:00";;;;;;;;;;;;
"2013-01-30 07:42:00";"2013-01-30 10:48:00";;;;;;;;;;;;
"2013-01-30 10:48:00";"2013-01-30 13:54:00";;;;;;;;;;;;
"2013-01-30 13:54:00";"2013-01-30 17:00:00";;;;;;;;;;;;
"2013-01-30 17:00:00";"2013-01-30 20:06:00";;;;;;;;;;;;
"2013-01-30 20:06:00";"2013-01-30 23:12:00";;;;;;;;;;;;
"2013-01-30 23:12:00";"2013-01-31 02:18:00";;;;;;;;;;;;
"2013-01-31 02:18:00";"2013-01-31 05:24:00";;;;;;;;;;;;
"2013-01-31 05:24:00";"2013-01-31 08:30:00";;;;;;;;;;;;
"2013-01-31 08:30:00";"2013-01-31 11:36:00";;;;;;;;;;;;
"2013-01-31 11:36:00";"2013-01-31 14:42:00";;;;;;;;;;;;
"2013-01-31 14:42:00";"2013-01-31 17:48:00";;;;;;;;;;;;
"2013-01-31 17:48:00";"2013-01-31 20:54:00";;;;;;;;;;;;
"2013-01-31 20:54:00";"2013-02-01 00:00:00";;;;;;;;;;;;
